symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
AAPL,2016-10-27 00:00:00+00:00,108.2348482865,109.5395660593,107.8755781751,109.0952056584,34562045,114.48,0.0,115.86,114.1,115.39,1.0,34562045
AAPL,2016-10-28 00:00:00+00:00,107.5163080637,108.9250250794,107.2610371951,107.658125213,37861662,113.72,0.0,115.21,113.45,113.87,1.0,37861662
AAPL,2016-10-31 00:00:00+00:00,107.3461274847,107.9984863711,107.0246752798,107.4501267274,26419398,113.54,0.0,114.23,113.2,113.65,1.0,26419398
AAPL,2016-11-01 00:00:00+00:00,105.4079597786,107.5635804468,104.5003300236,107.2704916718,43825812,111.49,0.0,113.77,110.53,113.46,1.0,43825812
AAPL,2016-11-02 00:00:00+00:00,105.5025045448,106.2210447675,105.1621433867,105.3228694891,28331709,111.59,0.0,112.35,111.23,111.4,1.0,28331709
AAPL,2016-11-03 00:00:00+00:00,104.3774218276,105.9264994711,104.1113226005,105.4703293675,26932602,109.83,0.57,111.46,109.55,110.98,1.0,26932602
AAPL,2016-11-04 00:00:00+00:00,103.436570989,104.7765706683,102.7428122898,103.1419611304,30836997,108.84,0.0,110.25,108.11,108.53,1.0,30836997
AAPL,2016-11-07 00:00:00+00:00,104.9286273695,105.0236628077,104.0257907061,104.6150104232,32560000,110.41,0.0,110.51,109.46,110.08,1.0,32560000
AAPL,2016-11-08 00:00:00+00:00,105.5463577181,106.1735916105,104.2538757579,104.8335919312,24254179,111.06,0.0,111.72,109.7,110.31,1.0,24254179
AAPL,2016-11-09 00:00:00+00:00,105.3752939292,105.7934498575,102.6857910268,104.4249395467,59176361,110.88,0.0,111.32,108.05,109.88,1.0,59176361
AAPL,2016-11-10 00:00:00+00:00,102.4386988874,105.5748683495,100.5760042977,105.5748683495,57134541,107.79,0.0,111.09,105.83,111.09,1.0,57134541
AAPL,2016-11-11 00:00:00+00:00,103.0469256922,103.4650816204,101.2602594531,101.8019614511,34143898,108.43,0.0,108.87,106.55,107.12,1.0,34143898
AAPL,2016-11-14 00:00:00+00:00,100.4619617718,102.4567556206,98.9128841284,102.3626705368,51175504,105.71,0.0,107.809,104.08,107.71,1.0,51175504
AAPL,2016-11-15 00:00:00+00:00,101.7924579073,102.3341599053,100.8889559959,101.2792665407,32264510,107.11,0.0,107.68,106.1593,106.57,1.0,32264510
AAPL,2016-11-16 00:00:00+00:00,104.5294785288,104.7575635806,101.3077771722,101.4028126105,58840522,109.99,0.0,110.23,106.6,106.7,1.0,58840522
AAPL,2016-11-17 00:00:00+00:00,104.4914643535,104.8716061065,103.4270674451,104.35841474,27632003,109.95,0.0,110.35,108.83,109.81,1.0,27632003
AAPL,2016-11-18 00:00:00+00:00,104.5960033356,105.0521734392,104.2158615826,104.2728828456,28428917,110.06,0.0,110.54,109.66,109.72,1.0,28428917
AAPL,2016-11-21 00:00:00+00:00,106.1830951543,106.4301872938,104.5484856165,104.6530245985,29264571,111.73,0.0,111.99,110.01,110.12,1.0,29264571
AAPL,2016-11-22 00:00:00+00:00,106.2496199611,106.8388396782,105.8694782081,106.3921731185,25965534,111.8,0.0,112.42,111.4,111.95,1.0,25965534
AAPL,2016-11-23 00:00:00+00:00,105.7079179631,105.9740171902,104.8525990189,105.8314640328,27426394,111.23,0.0,111.51,110.33,111.36,1.0,27426394
AAPL,2016-11-25 00:00:00+00:00,106.2401164173,106.3161447679,105.441818736,105.6128825248,11475922,111.79,0.0,111.87,110.95,111.13,1.0,11475922
AAPL,2016-11-28 00:00:00+00:00,106.0310384531,106.8816056255,105.8599746643,105.8979888396,27193983,111.57,0.0,112.465,111.39,111.43,1.0,27193983
AAPL,2016-11-29 00:00:00+00:00,105.9264994711,106.4682014691,104.6055068794,105.280258491,28528750,111.46,0.0,112.03,110.07,110.78,1.0,28528750
AAPL,2016-11-30 00:00:00+00:00,105.0331663515,106.6297617141,104.7955777559,106.0595490846,36162258,110.52,0.0,112.2,110.27,111.6,1.0,36162258
AAPL,2016-12-01 00:00:00+00:00,104.0543013376,105.4323151922,103.6171383216,104.8858614223,37086862,109.49,0.0,110.94,109.03,110.365,1.0,37086862
AAPL,2016-12-02 00:00:00+00:00,104.4439466344,104.6245139671,103.4460745328,103.7501879352,26527997,109.9,0.0,110.09,108.85,109.17,1.0,26527997
AAPL,2016-12-05 00:00:00+00:00,103.6931666722,104.5674927041,102.8758619033,104.5389820726,34324540,109.11,0.0,110.03,108.25,110.0,1.0,34324540
AAPL,2016-12-06 00:00:00+00:00,104.4914643535,104.8811096503,103.7691950228,104.0638048814,26195462,109.95,0.0,110.36,109.19,109.5,1.0,26195462
AAPL,2016-12-07 00:00:00+00:00,105.5178470866,105.6699037878,103.7406843914,103.8357198296,29998719,111.03,0.0,111.19,109.16,109.26,1.0,29998719
AAPL,2016-12-08 00:00:00+00:00,106.5537333635,106.8483432221,105.1091947021,105.3562868416,27068316,112.12,0.0,112.43,110.6,110.86,1.0,27068316
AAPL,2016-12-09 00:00:00+00:00,108.2928818834,109.0056476703,106.7343006962,106.7343006962,34402627,113.95,0.0,114.7,112.31,112.31,1.0,34402627
AAPL,2016-12-12 00:00:00+00:00,107.6751515348,109.290753985,106.905364485,107.665647991,26374377,113.3,0.0,115.0,112.49,113.29,1.0,26374377
AAPL,2016-12-13 00:00:00+00:00,109.4713213177,110.1650800169,108.1028110069,108.1883429014,43733811,115.19,0.0,115.92,113.75,113.84,1.0,43733811
AAPL,2016-12-14 00:00:00+00:00,109.4713213177,110.431179244,109.2717468974,109.3287681603,34031834,115.19,0.0,116.2,114.98,115.04,1.0,34031834
AAPL,2016-12-15 00:00:00+00:00,110.0700445787,110.9348670667,109.509335493,109.6518886504,46524544,115.82,0.0,116.73,115.23,115.38,1.0,46524544
AAPL,2016-12-16 00:00:00+00:00,110.212597736,110.7162855588,109.9037325617,110.6877749273,44351134,115.97,0.0,116.5,115.645,116.47,1.0,44351134
AAPL,2016-12-19 00:00:00+00:00,110.8493351723,111.5525974153,110.0035197719,110.051037491,27779423,116.64,0.0,117.38,115.75,115.8,1.0,27779423
AAPL,2016-12-20 00:00:00+00:00,111.1439450309,111.6666399412,110.8873493476,110.9443706106,21424965,116.95,0.0,117.5,116.68,116.74,1.0,21424965
AAPL,2016-12-21 00:00:00+00:00,111.2484840129,111.571604503,110.9823847859,111.0013918735,23783165,117.06,0.0,117.4,116.78,116.8,1.0,23783165
AAPL,2016-12-22 00:00:00+00:00,110.5167111384,110.7257891026,109.8989807898,110.5737324014,26085854,116.29,0.0,116.51,115.64,116.35,1.0,26085854
AAPL,2016-12-23 00:00:00+00:00,110.7352926464,110.7352926464,109.8514630707,109.8514630707,14249484,116.52,0.0,116.52,115.59,115.59,1.0,14249484
AAPL,2016-12-27 00:00:00+00:00,111.4385548894,111.951746256,110.7067820149,110.7352926464,18296855,117.26,0.0,117.8,116.49,116.52,1.0,18296855
AAPL,2016-12-28 00:00:00+00:00,110.9633776982,112.1575930152,110.431179244,111.6856470289,20905892,116.76,0.0,118.0166,116.2,117.52,1.0,20905892
AAPL,2016-12-29 00:00:00+00:00,110.9348670667,111.2955265549,110.6212501205,110.6687678396,15039519,116.73,0.0,117.1095,116.4,116.45,1.0,15039519
AAPL,2016-12-30 00:00:00+00:00,110.0700445787,111.3815336265,109.6994063695,110.8588387161,30586265,115.82,0.0,117.2,115.43,116.65,1.0,30586265
AAPL,2017-01-03 00:00:00+00:00,110.3836615249,110.5547253137,109.0626689332,110.051037491,28781865,116.15,0.0,116.33,114.76,115.8,1.0,28781865
AAPL,2017-01-04 00:00:00+00:00,110.2601154552,110.7257891026,110.0035197719,110.0985552101,21118116,116.02,0.0,116.51,115.75,115.85,1.0,21118116
AAPL,2017-01-05 00:00:00+00:00,110.8208245408,111.0624046249,110.0605410348,110.1650800169,22193587,116.61,0.0,116.8642,115.81,115.92,1.0,22193587
AAPL,2017-01-06 00:00:00+00:00,112.0562852381,112.2938738337,110.6877749273,110.9823847859,31751900,117.91,0.0,118.16,116.47,116.78,1.0,31751900
AAPL,2017-01-09 00:00:00+00:00,113.0826679711,113.5008238994,112.0847958695,112.0942994134,33561948,118.99,0.0,119.43,117.94,117.95,1.0,33561948
AAPL,2017-01-10 00:00:00+00:00,113.196710497,113.4533061803,112.4269234472,112.873590007,24462051,119.11,0.0,119.38,118.3,118.77,1.0,24462051
AAPL,2017-01-11 00:00:00+00:00,113.8049373018,113.9760010907,112.712029762,112.8450793755,27588593,119.75,0.0,119.93,118.6,118.74,1.0,27588593
AAPL,2017-01-12 00:00:00+00:00,113.3297601106,113.3772778297,112.3413915528,112.9923843048,27086220,119.25,0.0,119.3,118.21,118.895,1.0,27086220
AAPL,2017-01-13 00:00:00+00:00,113.1301856903,113.6813912321,112.9116041823,113.196710497,26111948,119.04,0.0,119.62,118.81,119.11,1.0,26111948
AAPL,2017-01-17 00:00:00+00:00,114.0425258974,114.2706109492,112.3508950966,112.4649376225,34439843,120.0,0.0,120.24,118.22,118.34,1.0,34439843
AAPL,2017-01-18 00:00:00+00:00,114.0330223536,114.5177030887,113.7669231265,114.0425258974,23712961,119.99,0.0,120.5,119.71,120.0,1.0,23712961
AAPL,2017-01-19 00:00:00+00:00,113.8334479333,114.1280577919,113.4438026365,113.4723132679,25597291,119.78,0.0,120.09,119.37,119.4,1.0,25597291
AAPL,2017-01-20 00:00:00+00:00,114.0425258974,114.4701853695,113.7903018443,114.4701853695,32597892,120.0,0.0,120.45,119.7346,120.45,1.0,32597892
AAPL,2017-01-23 00:00:00+00:00,114.118554248,114.8123129472,113.8239443895,114.0425258974,22050218,120.08,0.0,120.81,119.77,120.0,1.0,22050218
AAPL,2017-01-24 00:00:00+00:00,114.014015266,114.1375613357,113.5673487062,113.6148664253,23211038,119.97,0.0,120.1,119.5,119.55,1.0,23211038
AAPL,2017-01-25 00:00:00+00:00,115.8291921365,116.0382701006,114.3086251245,114.4416747381,32586673,121.88,0.0,122.1,120.28,120.42,1.0,32586673
AAPL,2017-01-26 00:00:00+00:00,115.8862133994,116.3613905907,115.5630929094,115.6296177162,26337576,121.94,0.0,122.44,121.6,121.67,1.0,26337576
AAPL,2017-01-27 00:00:00+00:00,115.8957169433,116.2758586963,115.5630929094,116.0762842759,20562944,121.95,0.0,122.35,121.6,122.14,1.0,20562944
AAPL,2017-01-30 00:00:00+00:00,115.5916035409,115.5916035409,114.6697597899,114.9263554731,30377503,121.63,0.0,121.63,120.66,120.93,1.0,30377503
AAPL,2017-01-31 00:00:00+00:00,115.3255043138,115.3635184891,114.6317456146,115.1354334373,49200993,121.35,0.0,121.39,120.62,121.15,1.0,49200993
AAPL,2017-02-01 00:00:00+00:00,122.3581267441,124.0117433696,120.7045101186,120.7235172063,111985040,128.75,0.0,130.49,127.01,127.03,1.0,111985040
AAPL,2017-02-02 00:00:00+00:00,122.14904878,122.9663535489,121.4362829931,121.6216020977,33710411,128.53,0.0,129.39,127.78,127.975,1.0,33710411
AAPL,2017-02-03 00:00:00+00:00,122.6717436903,122.7762826724,121.7974176585,121.9399708158,24507301,129.08,0.0,129.19,128.16,128.31,1.0,24507301
AAPL,2017-02-06 00:00:00+00:00,123.8216724931,124.0212469135,122.5006799015,122.7192614095,26845924,130.29,0.0,130.5,128.9,129.13,1.0,26845924
AAPL,2017-02-07 00:00:00+00:00,125.0001119274,125.5323103816,123.9737291943,124.0592610888,38183841,131.53,0.0,132.09,130.45,130.54,1.0,38183841
AAPL,2017-02-08 00:00:00+00:00,125.4847926625,125.6558564513,124.7055020688,124.8290481386,23004072,132.04,0.0,132.22,131.22,131.35,1.0,23004072
AAPL,2017-02-09 00:00:00+00:00,126.3876293258,126.4114904551,125.1468506057,125.6527065454,28349859,132.42,0.57,132.445,131.12,131.65,1.0,28349859
AAPL,2017-02-10 00:00:00+00:00,126.101295775,126.8839408139,126.0344846132,126.4258071326,20065458,132.12,0.0,132.94,132.05,132.46,1.0,20065458
AAPL,2017-02-13 00:00:00+00:00,127.2179966232,127.7238525629,126.7025962317,127.0175631376,23035421,133.29,0.0,133.82,132.75,133.08,1.0,23035421
AAPL,2017-02-14 00:00:00+00:00,128.8691867661,128.935997928,127.1798188164,127.3897967537,33226223,135.02,0.0,135.09,133.25,133.47,1.0,33226223
AAPL,2017-02-15 00:00:00+00:00,129.3368648991,130.0622432278,128.4874086984,129.3464093508,35623100,135.51,0.0,136.27,134.62,135.52,1.0,35623100
AAPL,2017-02-16 00:00:00+00:00,129.1793814462,129.7090985152,128.6971957466,129.4895761262,22584555,135.345,0.0,135.9,134.8398,135.67,1.0,22584555
AAPL,2017-02-17 00:00:00+00:00,129.5372983847,129.6422873533,128.9455423797,128.9455423797,22198197,135.72,0.0,135.83,135.1,135.1,1.0,22198197
AAPL,2017-02-21 00:00:00+00:00,130.4726546507,130.5203769091,129.7854541287,130.0240654211,24507156,136.7,0.0,136.75,135.98,136.23,1.0,24507156
AAPL,2017-02-22 00:00:00+00:00,130.8639771701,130.8735216218,129.9095320007,130.2149544549,20836932,137.11,0.0,137.12,136.11,136.43,1.0,20836932
AAPL,2017-02-23 00:00:00+00:00,130.3103989719,131.2171218828,130.0908765829,131.1216773658,20788186,136.53,0.0,137.48,136.3,137.38,1.0,20788186
AAPL,2017-02-24 00:00:00+00:00,130.4344768439,130.4344768439,129.1173425102,129.7186429669,21776585,136.66,0.0,136.66,135.28,135.91,1.0,21776585
AAPL,2017-02-27 00:00:00+00:00,130.6921770396,131.1741718501,130.0717876795,130.8926105252,20257426,136.93,0.0,137.435,136.28,137.14,1.0,20257426
AAPL,2017-02-28 00:00:00+00:00,130.7494437498,131.1741718501,130.4726546507,130.835343815,23482860,136.99,0.0,137.435,136.7,137.08,1.0,23482860
AAPL,2017-03-01 00:00:00+00:00,133.421890224,133.7654904849,131.3268830772,131.6084444022,36414585,139.79,0.0,140.15,137.595,137.89,1.0,36414585
AAPL,2017-03-02 00:00:00+00:00,132.6297007334,133.8882321337,132.4388116995,133.6223237095,26210984,138.96,0.0,140.2786,138.76,140.0,1.0,26210984
AAPL,2017-03-03 00:00:00+00:00,133.4123457723,133.4600680307,132.2765560207,132.4579006029,21571121,139.78,0.0,139.83,138.59,138.78,1.0,21571121
AAPL,2017-03-06 00:00:00+00:00,132.9923898978,133.4028013206,132.2821872472,133.016251027,21750044,139.34,0.0,139.77,138.5959,139.365,1.0,21750044
AAPL,2017-03-07 00:00:00+00:00,133.1641900282,133.6032348061,132.4674450546,132.7251452503,17446297,139.52,0.0,139.98,138.79,139.06,1.0,17446297
AAPL,2017-03-08 00:00:00+00:00,132.6678785402,133.4314346757,132.4960784097,132.6201562817,18707236,139.0,0.0,139.8,138.82,138.95,1.0,18707236
AAPL,2017-03-09 00:00:00+00:00,132.362456086,132.4674450546,130.8067104599,132.4197227961,22155904,138.68,0.0,138.79,137.05,138.74,1.0,22155904
AAPL,2017-03-10 00:00:00+00:00,132.8015008639,133.0087109102,132.3242782792,132.9064898325,19612801,139.14,0.0,139.3571,138.64,139.25,1.0,19612801
AAPL,2017-03-13 00:00:00+00:00,132.858767574,133.078289963,132.4960784097,132.5247117648,17421717,139.2,0.0,139.43,138.82,138.85,1.0,17421717
AAPL,2017-03-14 00:00:00+00:00,132.6583340885,133.2882679003,132.5151673131,132.954212091,15309065,138.99,0.0,139.65,138.84,139.3,1.0,15309065
AAPL,2017-03-15 00:00:00+00:00,134.0613684874,134.3382530311,132.6917396694,133.0592010596,25691774,140.46,0.0,140.7501,139.025,139.41,1.0,25691774
AAPL,2017-03-16 00:00:00+00:00,134.2808908764,134.5958577823,133.8704794536,134.3095242315,19231998,140.69,0.0,141.02,140.26,140.72,1.0,19231998
AAPL,2017-03-17 00:00:00+00:00,133.6127792578,134.5767688789,133.5173347409,134.5767688789,43884952,139.99,0.0,141.0,139.89,141.0,1.0,43884952
AAPL,2017-03-20 00:00:00+00:00,135.0158136568,135.0539914636,133.8418460985,134.0041017773,21542038,141.46,0.0,141.5,140.23,140.4,1.0,21542038
AAPL,2017-03-21 00:00:00+00:00,133.4696124824,136.2947701837,133.3646235138,135.6362030169,39529912,139.84,0.0,142.8,139.73,142.11,1.0,39529912
AAPL,2017-03-22 00:00:00+00:00,134.97763585,135.1494359805,133.3932568689,133.4743847083,25860165,141.42,0.0,141.6,139.76,139.845,1.0,25860165
AAPL,2017-03-23 00:00:00+00:00,134.5004132653,135.1345466359,134.2045352628,134.8249246229,20346301,140.92,0.0,141.5844,140.61,141.26,1.0,20346301
AAPL,2017-03-24 00:00:00+00:00,134.2331686179,135.2830583042,133.9563795188,135.0539914636,22395563,140.64,0.0,141.74,140.35,141.5,1.0,22395563
AAPL,2017-03-27 00:00:00+00:00,134.4622354586,134.7867468161,132.3051893758,133.0401121562,23575094,140.88,0.0,141.22,138.62,139.39,1.0,23575094
AAPL,2017-03-28 00:00:00+00:00,137.2492153531,137.4782821937,134.2140797145,134.4908688136,33374805,143.8,0.0,144.04,140.62,140.91,1.0,33374805
AAPL,2017-03-29 00:00:00+00:00,137.5546378073,137.9077825199,136.6670037998,137.1346819328,29189955,144.12,0.0,144.49,143.19,143.68,1.0,29189955
AAPL,2017-03-30 00:00:00+00:00,137.3732932251,137.9173269716,136.9628818023,137.6214489691,21207252,143.93,0.0,144.5,143.5,144.19,1.0,21207252
AAPL,2017-03-31 00:00:00+00:00,137.1155930294,137.6978045827,136.4952036693,137.1728597395,19661651,143.66,0.0,144.27,143.01,143.72,1.0,19661651
AAPL,2017-04-03 00:00:00+00:00,137.1537708361,137.5546378073,136.5333814761,137.1633152878,19985714,143.7,0.0,144.12,143.05,143.71,1.0,19985714
AAPL,2017-04-04 00:00:00+00:00,138.1750271673,138.2895605877,136.6479148964,136.7242705099,19891354,144.77,0.0,144.89,143.17,143.25,1.0,19891354
AAPL,2017-04-05 00:00:00+00:00,137.4591932903,138.8335943342,137.2587598048,137.6500823242,27717854,144.02,0.0,145.46,143.81,144.22,1.0,27717854
AAPL,2017-04-06 00:00:00+00:00,137.1155930294,137.936415875,136.9151595438,137.7168934861,21149034,143.66,0.0,144.52,143.45,144.29,1.0,21149034
AAPL,2017-04-07 00:00:00+00:00,136.8101705752,137.6119045174,136.7433594133,137.1824041912,16658543,143.34,0.0,144.18,143.27,143.73,1.0,16658543
AAPL,2017-04-10 00:00:00+00:00,136.6479148964,137.3248074105,136.3902147007,137.0583263192,18933397,143.17,0.0,143.8792,142.9,143.6,1.0,18933397
AAPL,2017-04-11 00:00:00+00:00,135.1780693356,136.8197150269,133.6795904197,136.4283925074,30379376,141.63,0.0,143.35,140.06,142.94,1.0,30379376
AAPL,2017-04-12 00:00:00+00:00,135.3403250144,135.6743808236,134.5863133306,135.1494359805,20350000,141.8,0.0,142.15,141.01,141.6,1.0,20350000
AAPL,2017-04-13 00:00:00+00:00,134.6244911374,135.8939032126,134.6244911374,135.445313983,17822880,141.05,0.0,142.38,141.05,141.91,1.0,17822880
AAPL,2017-04-17 00:00:00+00:00,135.3689583694,135.4166806279,134.4526910069,135.0349025602,16582094,141.83,0.0,141.88,140.87,141.48,1.0,16582094
AAPL,2017-04-18 00:00:00+00:00,134.7676579128,135.569391855,134.6817578475,134.9680913983,14697544,141.2,0.0,142.04,141.11,141.41,1.0,14697544
AAPL,2017-04-19 00:00:00+00:00,134.2713464247,135.5312140482,134.0518240357,135.4166806279,17328375,140.68,0.0,142.0,140.45,141.88,1.0,17328375
AAPL,2017-04-20 00:00:00+00:00,135.9511699228,136.409303604,134.729480106,134.7867468161,23319562,142.44,0.0,142.92,141.16,141.22,1.0,23319562
AAPL,2017-04-21 00:00:00+00:00,135.788914244,136.1802367634,135.3880472728,135.9511699228,17320928,142.27,0.0,142.68,141.85,142.44,1.0,17320928
AAPL,2017-04-24 00:00:00+00:00,137.096504126,137.3923821285,136.6574593481,136.9628818023,17116599,143.64,0.0,143.95,143.18,143.5,1.0,17116599
AAPL,2017-04-25 00:00:00+00:00,137.9459603267,138.2991050394,137.3160265149,137.3542043217,18216472,144.53,0.0,144.9,143.87,143.91,1.0,18216472
AAPL,2017-04-26 00:00:00+00:00,137.1346819328,138.0127714886,136.8447214903,137.8886936165,19614287,143.68,0.0,144.6,143.3762,144.47,1.0,19614287
AAPL,2017-04-27 00:00:00+00:00,137.2396709014,137.592815614,136.7815372201,137.3661348863,13948980,143.79,0.0,144.16,143.31,143.9225,1.0,13948980
AAPL,2017-04-28 00:00:00+00:00,137.1060485777,137.7264379378,136.7433594133,137.5260044522,20247187,143.65,0.0,144.3,143.27,144.09,1.0,20247187
AAPL,2017-05-01 00:00:00+00:00,139.9025729239,140.4943289289,138.3563717495,138.4899940732,32818760,146.58,0.0,147.2,144.96,145.1,1.0,32818760
AAPL,2017-05-02 00:00:00+00:00,140.7902069314,141.3437851296,140.1507286679,140.8188402865,39752670,147.51,0.0,148.09,146.84,147.54,1.0,39752670
AAPL,2017-05-03 00:00:00+00:00,140.3607066052,140.771118028,137.6978045827,138.9576722062,45142806,147.06,0.0,147.49,144.27,145.59,1.0,45142806
AAPL,2017-05-04 00:00:00+00:00,139.8548506654,140.4370622187,139.1676501435,139.8453062137,23275690,146.53,0.0,147.14,145.81,146.52,1.0,23275690
AAPL,2017-05-05 00:00:00+00:00,142.1741524269,142.1932413303,140.0743730544,140.0743730544,26787359,148.96,0.0,148.98,146.76,146.76,1.0,26787359
AAPL,2017-05-08 00:00:00+00:00,146.0396553628,146.6982225297,142.2409635888,142.2409635888,48339210,153.01,0.0,153.7,149.03,149.03,1.0,48339210
AAPL,2017-05-09 00:00:00+00:00,146.9750116288,147.8244678295,146.4596112373,146.8604782085,35942435,153.99,0.0,154.88,153.45,153.87,1.0,35942435
AAPL,2017-05-10 00:00:00+00:00,146.2782666552,146.9272893703,145.1806547104,146.6314113678,25670456,153.26,0.0,153.94,152.11,153.63,1.0,25670456
AAPL,2017-05-11 00:00:00+00:00,147.5381342787,147.653136397,145.9664386618,146.1006077999,25596687,153.95,0.63,154.07,152.31,152.45,1.0,25596687
AAPL,2017-05-12 00:00:00+00:00,149.5985888984,149.9052612139,148.2281469886,148.2568975181,32221756,156.1,0.0,156.42,154.67,154.7,1.0,32221756
AAPL,2017-05-15 00:00:00+00:00,149.215248504,150.1256819406,148.5923203632,149.5123373097,25700983,155.7,0.0,156.65,155.05,156.01,1.0,25700983
AAPL,2017-05-16 00:00:00+00:00,148.9948277773,149.560254859,148.2760645379,149.4452527406,19904679,155.47,0.0,156.06,154.72,155.94,1.0,19904679
AAPL,2017-05-17 00:00:00+00:00,143.9922356309,148.13231189,143.4747260985,147.2027114336,49482818,150.25,0.0,154.57,149.71,153.6,1.0,49482818
AAPL,2017-05-18 00:00:00+00:00,146.1868593886,146.9535401773,144.8355844985,144.9697536365,33159664,152.54,0.0,153.34,151.13,151.27,1.0,33159664
AAPL,2017-05-19 00:00:00+00:00,146.6852019013,147.5668848083,146.2731109773,146.9918742167,26733798,153.06,0.0,153.98,152.63,153.38,1.0,26733798
AAPL,2017-05-22 00:00:00+00:00,147.5764683181,148.1418953998,146.5414492534,147.586051828,22340069,153.99,0.0,154.58,152.91,154.0,1.0,22340069
AAPL,2017-05-23 00:00:00+00:00,147.3943816308,148.4485677153,146.9247896477,148.4485677153,19430358,153.8,0.0,154.9,153.31,154.9,1.0,19430358
AAPL,2017-05-24 00:00:00+00:00,146.9535401773,147.7489714956,146.3114450168,147.4327156703,19118319,153.34,0.0,154.17,152.67,153.84,1.0,19118319
AAPL,2017-05-25 00:00:00+00:00,147.4614661998,147.9214746731,146.6564513717,147.3272970618,19044463,153.87,0.0,154.35,153.03,153.73,1.0,19044463
AAPL,2017-05-26 00:00:00+00:00,147.2122949435,147.8160560646,146.9247896477,147.586051828,21632202,153.61,0.0,154.24,153.31,154.0,1.0,21632202
AAPL,2017-05-30 00:00:00+00:00,147.2697960027,147.9981427519,146.9439566675,147.0302082562,20034934,153.67,0.0,154.43,153.33,153.42,1.0,20034934
AAPL,2017-05-31 00:00:00+00:00,146.3976966055,147.7489714956,146.0335232309,147.5573012984,23162873,152.76,0.0,154.17,152.38,153.97,1.0,23162873
AAPL,2017-06-01 00:00:00+00:00,146.8002040196,146.9439566675,145.8801870731,146.7906205097,16180143,153.18,0.0,153.33,152.22,153.17,1.0,16180143
AAPL,2017-06-02 00:00:00+00:00,148.9756607576,148.9756607576,146.5222822337,147.1835444139,27285861,155.45,0.0,155.45,152.89,153.58,1.0,27285861
AAPL,2017-06-05 00:00:00+00:00,147.518967259,148.0173097717,147.0685422956,147.9118911632,24803858,153.93,0.0,154.45,153.46,154.34,1.0,24803858
AAPL,2017-06-06 00:00:00+00:00,148.0173097717,149.3206671125,147.3752146111,147.4902167294,26249630,154.45,0.0,155.81,153.78,153.9,1.0,26249630
AAPL,2017-06-07 00:00:00+00:00,148.8989926787,149.4835867801,148.0460603012,148.5635698336,20678772,155.37,0.0,155.98,154.48,155.02,1.0,20678772
AAPL,2017-06-08 00:00:00+00:00,148.534819304,149.0619123463,147.9693922224,148.7839905604,20771367,154.99,0.0,155.54,154.4,155.25,1.0,20771367
AAPL,2017-06-09 00:00:00+00:00,142.7751298788,148.7264895012,139.9384109606,148.7264895012,64882700,148.98,0.0,155.19,146.02,155.19,1.0,64882700
AAPL,2017-06-12 00:00:00+00:00,139.363400369,140.0054955296,136.5745990001,139.6700726845,71563614,145.42,0.0,146.09,142.51,145.74,1.0,71563614
AAPL,2017-06-13 00:00:00+00:00,140.4846710225,141.3088528704,139.1046456028,141.0309310845,33749154,146.59,0.0,147.45,145.15,147.16,1.0,33749154
AAPL,2017-06-14 00:00:00+00:00,139.1142291127,141.3567704197,137.8492058113,141.3567704197,31224203,145.16,0.0,147.5,143.84,147.5,1.0,31224203
AAPL,2017-06-15 00:00:00+00:00,138.280463755,138.4623587721,136.2870937043,137.3508632986,31348832,144.29,0.0,144.4798,142.21,143.32,1.0,31348832
AAPL,2017-06-16 00:00:00+00:00,136.3445947634,138.481717462,136.2775101944,137.7917047521,49180748,142.27,0.0,144.5,142.2,143.78,1.0,49180748
AAPL,2017-06-19 00:00:00+00:00,140.245083276,140.6284236704,137.6767026338,137.6767026338,31449132,146.34,0.0,146.74,143.66,143.66,1.0,31449132
AAPL,2017-06-20 00:00:00+00:00,138.9704764648,140.7530092986,138.9033918958,140.7530092986,24572170,145.01,0.0,146.87,144.94,146.87,1.0,24572170
AAPL,2017-06-21 00:00:00+00:00,139.7946583127,139.9856576642,138.5871360704,139.4592354676,21064679,145.87,0.0,146.0693,144.61,145.52,1.0,21064679
AAPL,2017-06-22 00:00:00+00:00,139.5646540761,140.590089631,139.0757992381,139.6988232141,18673365,145.63,0.0,146.7,145.1199,145.77,1.0,18673365
AAPL,2017-06-23 00:00:00+00:00,140.1875822169,141.0309310845,139.0663115634,139.0854785831,25997976,146.28,0.0,147.16,145.11,145.13,1.0,25997976
AAPL,2017-06-26 00:00:00+00:00,139.7467407634,142.1042841887,139.3250663296,141.0405145943,25524661,145.82,0.0,148.28,145.38,147.17,1.0,25524661
AAPL,2017-06-27 00:00:00+00:00,137.7437872029,140.0725800986,137.6383685944,138.9704764648,24423643,143.73,0.0,146.16,143.62,145.01,1.0,24423643
AAPL,2017-06-28 00:00:00+00:00,139.7563242732,140.0246625493,137.197622976,138.4721339521,21915939,145.83,0.0,146.11,143.1601,144.49,1.0,21915939
AAPL,2017-06-29 00:00:00+00:00,137.6958696536,139.0854785831,136.3541782733,138.682971169,31116980,143.68,0.0,145.13,142.28,144.71,1.0,31116980
AAPL,2017-06-30 00:00:00+00:00,138.0217089888,138.9225589155,137.7917047521,138.4337999127,22328979,144.02,0.0,144.96,143.78,144.45,1.0,22328979
